"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price","Amazon fees - Shipping Chargeback",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Other - Shipping","Promo rebates - ","Promo rebates - Shipping","Amazon fees - FBA transportation fee","Amazon fees - Shipping commission"
-$1.00,-$1.06,-$0.96,-$1.80,,15-May-16,111-9785271-9940200,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,
-$1.00,-$1.06,-$0.96,-$2.99,,15-May-16,109-6221185-2358631,1LA-367-84N,"Order Payment","Product charges",,$19.95,1,"Home Basics Shower Head and Massager Set (1, A)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,15-May-16,115-0779208-7649829,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.96,-$2.99,,14-May-16,111-6966052-2161034,1LA-367-84N,"Order Payment","Product charges",,$19.95,1,"Home Basics Shower Head and Massager Set (1, A)",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,,14-May-16,108-3719056-8161866,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",,,,,
,-$4.09,-$4.01,-$6.00,,13-May-16,103-7906943-0852226,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,,13-May-16,002-5470905-2666611,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,
-$1.00,-$1.06,-$1.95,-$1.78,,13-May-16,106-4126837-9109044,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,
-$1.00,-$1.06,-$3.51,-$1.65,,13-May-16,002-6136621-4987459,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Bioworld Regular Show Mordecai Hooded Blue Backpack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,13-May-16,115-6209614-0553033,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,,,-$1.00,,13-May-16,108-2822929-7655435,0B-682D-5E7G,"Order Payment","Product charges",,$3.99,1,"Disney Finding Nemo Friends Cupcake Rings - 24 ct",,,,,
,,,-$1.43,,13-May-16,106-8777129-1753854,VUZ-WI5-Y6I,"Order Payment","Product charges",,$9.50,1,"Quickie Wipe'n Dry Floor Squeegee-18"" Floor Squeegee",,,,,
,,,-$3.00,,13-May-16,106-0662957-0034620,A7A-6FG-MTL,"Order Payment","Product charges",,$19.98,2,"CHECK BOARD HALF MOON SLICE RUG - GREEN",,,,,
,,,-$2.25,,13-May-16,002-3284362-4695413,6KL-QTZ-BIN,"Order Payment","Product charges",,$14.99,1,"Achim Home Furnishings Outdoor Rubber Mat, Welcome Palms",,,,,
-$1.00,-$1.06,-$0.96,-$2.99,,13-May-16,107-0618640-6569826,1LA-367-84N,"Order Payment","Product charges",,$19.95,1,"Home Basics Shower Head and Massager Set (1, A)",,,,,
-$1.00,-$1.06,-$0.96,-$2.85,,13-May-16,113-1469691-7600269,JE-0F9S-TM6N,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Red,)",$0.56,$0.00,-$0.56,,
-$1.00,-$1.06,-$1.95,-$1.78,,13-May-16,116-6726844-9173050,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,13-May-16,103-1904798-2501023,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$1.35,
-$1.00,-$2.12,-$1.00,-$2.00,,12-May-16,106-1061405-7242615,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$4.24,-$2.00,-$4.00,,12-May-16,107-5538999-6423457,6NH-FQV-FRP,"Order Payment","Product charges",,$22.20,4,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,,,-$4.50,,12-May-16,113-0442584-2565061,2H-WEOU-4VE8,"Order Payment","Product charges",,$29.99,1,"14"" Portable Tabel Top BBQ Charcoal Grill (Turqouise )",,,,,
-$1.00,-$1.06,-$1.95,-$1.78,,12-May-16,108-2849946-5345821,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,12-May-16,106-7260708-9415404,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$2.12,-$1.00,-$2.00,,12-May-16,110-2657930-1312214,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,12-May-16,111-1205548-1389014,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,,,-$1.50,,12-May-16,104-9521429-4168219,A7A-6FG-MTL,"Order Payment","Product charges",,$9.99,1,"CHECK BOARD HALF MOON SLICE RUG - GREEN",,,,,
-$1.00,-$1.06,-$0.96,-$2.55,,12-May-16,002-4715404-7676232,BX-YPD9-FBE5,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)",,,,,
,,,-$1.00,,12-May-16,104-1127513-1634608,GFW-H58-E0F,"Order Payment","Product charges",,$6.20,1,"How to Train Your Dragon - Hiccup & Friends Cupcake Rings - 24 pcs",,,,,
-$1.00,-$1.06,-$2.34,-$1.65,,12-May-16,111-6793060-9036205,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,
-$1.00,-$1.06,-$0.96,-$2.99,,12-May-16,115-2681839-8893067,1LA-367-84N,"Order Payment","Product charges",,$19.95,1,"Home Basics Shower Head and Massager Set (1, A)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,112-3368275-5369015,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,107-7442066-4510659,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,113-4627309-8555464,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,002-7944102-0029826,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,115-8509952-8933845,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$5.30,-$2.50,-$5.00,,11-May-16,107-8681613-6771430,6NH-FQV-FRP,"Order Payment","Product charges",,$27.75,5,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.90,
-$1.00,-$3.18,-$1.50,-$3.15,,11-May-16,111-2421577-0059406,CA0-038-BBP,"Order Payment","Product charges",,$20.97,3,"Post-it Mobile Attach and Go Insert, 3.94 x 5.5 Inches, Includes Attach and Go Full Adhesive Notes and Flags Dispenser (PM-INSERT1)",,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,11-May-16,104-9589090-7015428,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,,,-$1.80,,11-May-16,114-0675647-6701811,NG-ZK8N-5OFN,"Order Payment","Product charges",,$11.99,1,"The Walking Dead Men's Lounge Pants (Small 28-30)",,,,,
,,,-$4.50,,11-May-16,111-1468987-0705856,T7V-OOG-WMX,"Order Payment","Product charges",,$29.98,2,"Sterlite Medium Size Sink Dish Rack Drainer (Red)",,,,,
,,,-$1.00,,11-May-16,109-5118699-8079434,GFW-H58-E0F,"Order Payment","Product charges",,$6.20,1,"How to Train Your Dragon - Hiccup & Friends Cupcake Rings - 24 pcs",,,,,
,,,-$1.00,,11-May-16,002-7182146-4702621,GFW-H58-E0F,"Order Payment","Product charges",,$6.20,1,"How to Train Your Dragon - Hiccup & Friends Cupcake Rings - 24 pcs",,,,,
,,,-$1.80,,11-May-16,106-4037864-2005067,IMD-7O9-F1E,"Order Payment","Product charges",,$11.99,1,"New Fabric Sink Skirt - Burgundy 56'wide 32'long",,,,,
,-$4.09,-$4.01,-$3.75,,11-May-16,116-0392087-1455434,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,10-May-16,103-9427851-7317825,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,10-May-16,106-8802977-7677851,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,-$4.09,-$4.01,-$3.75,,10-May-16,109-3653448-4612245,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,-$3.99,10-May-16,105-0271113-5973840,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$3.99,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,10-May-16,105-2219668-0339448,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,10-May-16,112-4106654-2736230,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$2.12,-$1.00,-$2.00,,10-May-16,107-4983536-3368204,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,10-May-16,107-6166381-7958659,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.96,-$1.80,,10-May-16,108-3119146-3173000,35-4SHO-Y2N9,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Red, )",,,,,
,,,-$3.60,,10-May-16,115-7781280-3829036,IMD-7O9-F1E,"Order Payment","Product charges",,$23.98,2,"New Fabric Sink Skirt - Burgundy 56'wide 32'long",,,,,
,,,-$1.00,,10-May-16,002-9650223-5661038,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.97,1,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$3.00,,10-May-16,103-0922844-6261868,F9-A7O4-Y0BX,"Order Payment","Product charges",,$19.98,2,"Anti Slip Bathtub Shower Mat - Assorted Colors (yellow)",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,,9-May-16,103-9741255-8410618,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,
,,,-$7.50,,9-May-16,106-6556177-3164236,2H-FAZS-4VMR,"Order Payment","Product charges",,$49.98,2,"17"" x 24"" Ultra Soft Memory Foam Comfort Bath Mat (Orange)",,,,,
,,,-$4.00,,9-May-16,102-5778826-9449831,9G-CDVH-T2B4,"Order Payment","Product charges",,$15.88,4,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$1.00,,9-May-16,102-0735173-9105858,GFW-H58-E0F,"Order Payment","Product charges",,$6.20,1,"How to Train Your Dragon - Hiccup & Friends Cupcake Rings - 24 pcs",,,,,
,,,-$1.80,,9-May-16,107-8460511-5248205,IMD-7O9-F1E,"Order Payment","Product charges",,$11.99,1,"New Fabric Sink Skirt - Burgundy 56'wide 32'long",,,,,
,,,-$1.00,,9-May-16,107-4276525-5252254,GFW-H58-E0F,"Order Payment","Product charges",,$6.20,1,"How to Train Your Dragon - Hiccup & Friends Cupcake Rings - 24 pcs",,,,,
,,,-$1.28,,9-May-16,111-9581961-7733000,1K9-9M4-YGA,"Order Payment","Product charges",,$8.50,1,"NEW VINYL SHOWER CURTAIN LINER WITH MAGNETS - BROWN",,,,,
-$1.00,-$1.06,-$0.96,-$3.45,,9-May-16,102-7297672-9497042,7W-PCJM-3BVK,"Order Payment","Product charges",,$22.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",$2.79,$0.00,-$2.79,,
-$1.00,-$1.06,-$0.96,-$1.80,,9-May-16,110-4387731-8823414,35-4SHO-Y2N9,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Red, )",,,,,
,-$4.09,-$8.30,-$6.75,,9-May-16,105-9237356-0959421,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",,$0.00,,,
-$1.00,-$1.06,-$0.96,-$1.80,,9-May-16,104-2602316-2169812,GK-51IE-0Z62,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Red)",,,,,
,-$8.18,-$8.02,-$7.50,,8-May-16,103-2224754-2927446,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$2.12,-$3.90,-$3.30,,8-May-16,110-6350724-3543408,WE-YEB6-Q279,"Order Payment","Product charges",,$21.98,2,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Grey)",,,,,
-$1.00,-$1.06,-$0.96,-$3.75,,8-May-16,116-4339221-2269053,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",$1.32,$0.00,-$1.32,,
,-$1.06,-$1.95,-$1.78,,7-May-16,102-3630945-6205004,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",$1.82,$0.00,-$1.82,,
-$1.00,-$1.06,-$0.50,-$1.00,,7-May-16,107-7224153-9367435,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.96,-$1.80,-$11.01,7-May-16,108-8028798-7201010,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",$11.01,,,,
,-$4.09,-$4.01,-$3.75,,7-May-16,115-3771616-3090631,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,-$8.18,-$8.02,-$12.00,,7-May-16,109-4125941-5461862,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$2.12,-$3.30,-$3.30,,7-May-16,002-1324756-7967418,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,
,-$4.09,-$4.01,-$3.75,,7-May-16,107-0284521-9604229,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$1.06,-$0.96,-$3.75,-$2.99,7-May-16,113-5475695-2699467,7W-PCJK-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",$2.99,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,7-May-16,002-6498167-8600207,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,6-May-16,103-1037401-7971442,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$0.85,$0.00,-$0.85,,
-$1.00,-$1.06,-$1.95,-$1.78,,6-May-16,102-3630945-6205004,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",$1.83,$0.00,-$1.83,,
-$1.00,-$1.06,-$0.96,-$3.75,,6-May-16,114-9438519-4930655,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",$1.69,$0.00,-$1.69,,
,,,-$3.60,,6-May-16,106-5535047-9425001,Q0-0DR2-BISB,"Order Payment","Product charges",,$11.99,1,"The Walking Dead Men's Lounge Pants (XLarge 40-42)",,,,,
,,,-$1.80,,6-May-16,108-8234456-0495424,48G-DZ2-8HT,"Order Payment","Product charges",,$11.99,1,"Better Home Xlarge Fabric Waterproof Washing Machine Cover with Zippered Top Material Appliance (Chocolate Brown)",,,,,
,,,-$1.28,,6-May-16,102-8381111-3573018,1K9-9M4-YGA,"Order Payment","Product charges",,$8.50,1,"NEW VINYL SHOWER CURTAIN LINER WITH MAGNETS - BROWN",,,,,
,-$4.09,-$4.01,-$6.00,,6-May-16,112-6312941-6749864,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$1.06,-$1.95,-$1.78,,6-May-16,112-1381545-1011429,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",$1.15,$0.00,-$1.15,,
-$1.00,-$1.06,-$0.96,-$1.80,,5-May-16,104-5617028-9237814,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,5-May-16,114-0499071-1759439,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,5-May-16,107-3038557-1808246,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$1.17,$0.00,-$1.17,,
,-$4.09,-$4.01,-$4.50,,5-May-16,116-5139965-1079467,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,-$4.09,-$4.01,-$4.50,-$3.99,5-May-16,111-7902079-3674608,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",$3.99,,,,
,-$4.09,-$4.01,-$4.50,,5-May-16,002-0360763-0764248,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,,,-$0.60,,5-May-16,105-2231917-3945821,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.97,1,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",$4.50,,,,-$0.67
,,,-$1.80,,5-May-16,112-5745264-4184221,XMB-3Q5-TDR,"Order Payment","Product charges",,$11.99,1,"Better Home New Fabric Sink Skirt, Sage Green",,,,,
,,,-$2.00,,5-May-16,107-5358997-7109014,9G-CDVH-T2B4,"Order Payment","Product charges",,$7.94,2,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$4.00,,5-May-16,113-7620612-6517017,9G-CDVH-T2B4,"Order Payment","Product charges",,$15.88,4,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
-$1.00,-$1.06,-$0.96,-$1.34,-$6.03,5-May-16,110-1816612-8584242,FV-XXFT-7P69,"Order Payment","Product charges",,$8.95,1,"My Little Pony Soft Tote Lunch Box",$6.03,,,,
,-$4.09,-$4.01,-$6.00,,5-May-16,103-3020073-7722607,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,-$3.99,4-May-16,107-9218645-8727447,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$3.99,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,002-9805000-8304206,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$1.35,
-$1.00,-$1.06,-$0.96,-$3.00,,4-May-16,115-7386738-1356222,3G-5P9S-KWAT,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,-$22.53,4-May-16,108-8161875-7932212,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",$22.53,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.45,
,,,-$1.80,,4-May-16,113-9367859-5163468,NC-9ZKA-M2HY,"Order Payment","Product charges",,$11.99,1,"The Walking Dead Men's Lounge Pants (Medium 32-34)",,,,,
,,,-$3.85,,4-May-16,106-2324397-4094627,7L-E2XK-GJ7X,"Order Payment","Product charges",,$25.64,1,"Comfort Zone CZST161BTEBK Pedestal Fan",,,,,
,,,-$3.60,,4-May-16,107-8722180-4679404,P0-AI0C-VFF3,"Order Payment","Product charges",,$11.99,1,"George Mens Premium Perfomance Cotton Blend Moisture Wicking Polo (XL, Grey Boxes)",,,,,
,-$8.18,-$16.60,-$13.50,-$41.32,4-May-16,104-9412290-0899442,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",$41.32,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,103-6495392-1603445,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,104-4891437-6533854,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$1.35,
-$1.00,-$1.06,-$4.29,-$2.55,,3-May-16,112-6806562-2094632,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,
-$1.00,-$1.06,-$0.96,-$2.85,,3-May-16,104-7045803-8543441,0I-XXS3-8MCZ,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Gold)",,,,,
