ID,Event_Id,Game_Date_Time,Home_Team,Opponent,sport
2232,9448071,5/24/16,4182,4344,MLB
2233,9448073,5/25/16,4182,4344,MLB
2234,9448074,4/11/16,4182,4802,MLB
2235,9448075,4/12/16,4182,4802,MLB
2236,9448076,5/6/16,4182,4343,MLB
2237,9448077,5/7/16,4182,4343,MLB
2238,9448078,5/8/16,4182,4343,MLB
2239,9448079,5/20/16,4182,5652,MLB
2240,9448080,5/22/16,4182,5652,MLB
2241,9448081,5/21/16,4182,5652,MLB
2242,9448082,8/18/16,4182,4322,MLB
2243,9448083,8/19/16,4182,4322,MLB
2244,9448084,8/20/16,4182,4322,MLB
2245,9448085,8/21/16,4182,4322,MLB
2246,9448086,7/15/16,4182,5647,MLB
2247,9448087,7/16/16,4182,5647,MLB
2248,9448090,7/17/16,4182,5647,MLB
2249,9448091,8/15/16,4182,5647,MLB
2250,9448092,8/16/16,4182,5647,MLB
2251,9448093,8/17/16,4182,5647,MLB
2252,9448095,9/23/16,4182,5647,MLB
2253,9448096,9/24/16,4182,5647,MLB
2254,9448097,9/25/16,4182,5647,MLB
2255,9448100,5/16/16,4182,5648,MLB
2256,9448103,5/17/16,4182,5648,MLB
2257,9448105,5/18/16,4182,5648,MLB
2258,9448107,7/18/16,4182,5648,MLB
2259,9448108,7/19/16,4182,5648,MLB
2260,9448110,7/20/16,4182,5648,MLB
2261,9448112,9/12/16,4182,5648,MLB
2262,9448115,9/13/16,4182,5648,MLB
2263,9448117,9/14/16,4182,5648,MLB
2264,9448120,9/15/16,4182,5648,MLB
2265,9448123,4/8/16,4182,5650,MLB
2266,9448124,4/9/16,4182,5650,MLB
2267,9448126,4/11/16,4182,5650,MLB
2268,9448129,6/3/16,4182,5645,MLB
2269,9448132,6/5/16,4182,5645,MLB
2270,9448134,8/2/16,4182,5645,MLB
2271,9448137,8/3/16,4182,5645,MLB
2272,9448138,8/4/16,4182,5645,MLB
2273,9448139,8/29/16,4182,5645,MLB
2274,9448140,8/30/16,4182,5645,MLB
2275,9448141,8/31/16,4182,5645,MLB
2276,9448142,6/4/16,4182,5645,MLB
2277,9448024,8/26/16,4182,1062,MLB
2278,9448025,8/27/16,4182,1062,MLB
2279,9448026,8/28/16,4182,1062,MLB
2280,9448028,7/29/16,4182,4782,MLB
2281,9448029,7/30/16,4182,4782,MLB
2282,9448030,7/31/16,4182,4782,MLB
2283,9448032,4/25/16,4182,4,MLB
2284,9448033,4/26/16,4182,4,MLB
2285,9448034,4/27/16,4182,4,MLB
2286,9448035,4/28/16,4182,4,MLB
2287,9448036,6/6/16,4182,7548,MLB
2288,9448037,6/7/16,4182,7548,MLB
2289,9448039,6/8/16,4182,7548,MLB
2290,9448040,4/22/16,4182,4882,MLB
2291,9448041,4/23/16,4182,4882,MLB
2292,9448043,4/24/16,4182,4882,MLB
2293,9448045,6/24/16,4182,4882,MLB
2294,9448046,6/26/16,4182,4882,MLB
2295,9448047,9/26/16,4182,4882,MLB
2296,9448048,9/27/16,4182,4882,MLB
2297,9448049,9/28/16,4182,4882,MLB
2298,9448050,9/29/16,4182,4882,MLB
2299,9448052,6/25/16,4182,4882,MLB
2300,9448055,6/20/16,4182,1043,MLB
2301,9448057,6/21/16,4182,1043,MLB
2302,9448058,6/22/16,4182,1043,MLB
2303,9448059,6/23/16,4182,1043,MLB
2304,9448062,6/28/16,4182,4342,MLB
2305,9448063,6/29/16,4182,4342,MLB
2306,9370626,3/13/16,124,44,NBA
2307,9370638,3/10/16,124,3082,NBA
2308,9370714,3/28/16,124,10,NBA
2309,9370659,4/8/16,124,3042,NBA
2310,9370666,3/26/16,124,34,NBA
2311,9370725,4/2/16,124,2744,NBA
2312,9370592,3/24/16,124,126,NBA
2313,9370694,3/8/16,124,30,NBA
2314,9370699,3/12/16,124,2562,NBA
2315,9370702,4/4/16,124,2562,NBA
2316,9370576,3/15/16,124,3084,NBA
2317,9370708,3/17/16,124,8,NBA
2318,9370584,4/14/16,124,38,NBA
2319,9370720,3/30/16,124,32,NBA
2320,9370731,4/6/16,124,2986,NBA
2321,9341669,3/12/16,100,50,NHL
2322,9341672,3/13/16,100,106,NHL
2323,9341676,3/16/16,100,92,NHL
2324,9341679,3/18/16,100,66,NHL
2325,9341682,3/20/16,100,76,NHL
2326,9341686,3/30/16,100,104,NHL
2327,9341688,4/1/16,100,86,NHL
2328,9341692,4/8/16,100,98,NHL
2329,9341695,4/10/16,100,104,NHL
2330,9442944,8/4/16,1062,4,MLB
2331,9442945,9/27/16,1062,4,MLB
2332,9442946,9/28/16,1062,4,MLB
2333,9442947,9/29/16,1062,4,MLB
2334,9442948,9/16/16,1062,7548,MLB
2335,9442949,9/17/16,1062,7548,MLB
2336,9442950,9/18/16,1062,7548,MLB
2337,9442951,9/18/16,1062,7548,MLB
2338,9442952,5/11/16,1062,5651,MLB
2339,9442953,5/12/16,1062,5651,MLB
2340,9442954,5/13/16,1062,5651,MLB
2341,9442955,4/3/16,1062,5644,MLB
2342,9342026,3/7/16,102,106,NHL
2343,9342027,3/11/16,102,90,NHL
2344,9342030,3/19/16,102,52,NHL
2345,9342034,3/23/16,102,92,NHL
2346,9342036,3/25/16,102,88,NHL
2347,9342039,3/30/16,102,50,NHL
2348,9342042,4/1/16,102,64,NHL
2349,9342044,4/6/16,102,94,NHL
2350,9342047,4/9/16,102,88,NHL
2351,9442930,5/10/16,4343,5645,MLB
2352,9442841,4/30/16,4343,1062,MLB
2353,9442842,5/1/16,4343,1062,MLB
2354,9442843,5/1/16,4343,1062,MLB
2355,9442844,5/24/16,4343,1062,MLB
2356,9442845,5/25/16,4343,1062,MLB
2357,9442846,5/25/16,4343,1062,MLB
2358,9442847,9/20/16,4343,1062,MLB
2359,9442848,9/21/16,4343,1062,MLB
2360,9442849,9/22/16,4343,1062,MLB
2361,9442850,4/20/16,4343,4782,MLB
2362,9442851,4/21/16,4343,4782,MLB
2363,9442852,4/22/16,4343,4782,MLB
2364,9442853,6/7/16,4343,4782,MLB
2365,9442854,6/8/16,4343,4782,MLB
2366,9442855,6/9/16,4343,4782,MLB
2367,9442856,6/9/16,4343,4782,MLB
2368,9442860,9/3/16,4343,4782,MLB
2369,9442861,9/3/16,4343,4782,MLB
2370,9442862,9/4/16,4343,4782,MLB
2371,9442863,7/26/16,4343,4,MLB
2372,9442864,7/27/16,4343,4,MLB
2373,9442865,7/28/16,4343,4,MLB
2374,9442866,8/16/16,4343,4,MLB
2375,9442867,8/17/16,4343,4,MLB
2376,9442868,8/18/16,4343,4,MLB
2377,9442869,9/17/16,4343,4,MLB
2378,9442870,9/18/16,4343,4,MLB
2379,9442871,9/18/16,4343,4,MLB
2380,9442873,5/14/16,4343,7548,MLB
2381,9442874,5/15/16,4343,7548,MLB
2382,9442875,5/15/16,4343,7548,MLB
2383,9442876,9/27/16,4343,5164,MLB
2384,9442877,9/28/16,4343,5164,MLB
2385,9442879,9/29/16,4343,5164,MLB
2386,9442882,8/26/16,4343,4882,MLB
2387,9442883,8/27/16,4343,4882,MLB
2388,9442884,8/28/16,4343,4882,MLB
2389,9442885,8/28/16,4343,4882,MLB
2390,9442886,4/4/16,4343,1043,MLB
2391,9442887,4/6/16,4343,1043,MLB
2392,9442888,4/6/16,4343,1043,MLB
2393,9442889,6/4/16,4343,1043,MLB
2394,9442890,6/5/16,4343,1043,MLB
2395,9442891,6/5/16,4343,1043,MLB
2396,9442892,8/30/16,4343,1043,MLB
2397,9442893,8/31/16,4343,1043,MLB
2398,9442894,8/31/16,4343,1043,MLB
2399,9442895,4/15/16,4343,4692,MLB
2400,9442896,4/16/16,4343,4692,MLB
2401,9442897,4/17/16,4343,4692,MLB
2402,9442898,4/17/16,4343,4692,MLB
2403,9442899,5/28/16,4343,4802,MLB
2404,9442900,5/28/16,4343,4802,MLB
2405,9442901,5/29/16,4343,4802,MLB
2406,9442902,10/1/16,4343,5652,MLB
2407,9442903,10/2/16,4343,5652,MLB
2408,9442904,10/2/16,4343,5652,MLB
2409,9442905,6/25/16,4343,4322,MLB
2410,9442906,6/26/16,4343,4322,MLB
2411,9442907,6/26/16,4343,4322,MLB
2412,9442908,6/22/16,4343,4862,MLB
2413,9442909,6/23/16,4343,4862,MLB
2414,9442910,8/11/16,4343,5646,MLB
2415,9442911,8/11/16,4343,5646,MLB
2416,9442912,7/29/16,4343,5647,MLB
2417,9442914,7/30/16,4343,5647,MLB
2418,9442916,7/31/16,4343,5647,MLB
2419,9467888,4/2/16,4343,4882,MLB
2420,9442918,7/31/16,4343,5647,MLB
2421,9442923,8/13/16,4343,4182,MLB
2422,9442924,8/14/16,4343,4182,MLB
2423,9442925,8/14/16,4343,4182,MLB
2424,9442926,7/8/16,4343,5648,MLB
2425,9442927,7/9/16,4343,5648,MLB
2426,9442928,7/10/16,4343,5648,MLB
2427,9442929,7/10/16,4343,5648,MLB
2428,9467890,4/2/16,4343,4882,MLB
2429,9442931,5/11/16,4343,5645,MLB
2430,9442932,5/11/16,4343,5645,MLB
2431,9442934,4/26/16,4343,5650,MLB
2432,9442935,4/27/16,4343,5650,MLB
2433,9442936,4/28/16,4343,5650,MLB
2434,9370752,3/19/16,40,44,NBA
2435,9370754,3/23/16,40,38,NBA
2436,9370757,3/26/16,40,2864,NBA
2437,9370760,3/28/16,40,32,NBA
2438,9370763,3/31/16,40,28,NBA
2439,9370766,4/4/16,40,2744,NBA
2440,9370768,4/7/16,40,126,NBA
2441,9370968,4/6/16,40,40,NBA
2442,9370741,3/6/16,40,124,NBA
2443,9370774,4/14/16,40,3082,NBA
2444,9370744,3/9/16,40,30,NBA
2445,9370747,3/11/16,40,16,NBA
2446,9370748,3/14/16,40,8,NBA
2447,9370750,3/16/16,40,46,NBA
2448,9341417,3/18/16,104,76,NHL
2449,9341418,3/22/16,104,92,NHL
2450,9341421,3/25/16,104,96,NHL
2451,9341423,3/27/16,104,72,NHL
2452,9341427,3/29/16,104,98,NHL
2453,9341430,4/3/16,104,94,NHL
2454,9341433,4/6/16,104,98,NHL
2455,9341436,4/8/16,104,86,NHL
2456,9444736,5/21/16,4802,5646,MLB
2457,9444737,5/22/16,4802,5646,MLB
2458,9444738,4/13/16,4802,4182,MLB
2459,9444739,4/14/16,4802,4182,MLB
2460,9444658,6/3/16,4802,1062,MLB
2461,9444659,6/4/16,4802,1062,MLB
2462,9444660,6/5/16,4802,1062,MLB
2463,9444661,8/22/16,4802,4782,MLB
2464,9444662,8/23/16,4802,4782,MLB
2465,9444663,8/24/16,4802,4782,MLB
2466,9444665,5/16/16,4802,5643,MLB
2467,9444666,5/17/16,4802,5643,MLB
2468,9444667,5/18/16,4802,5643,MLB
2469,9444668,5/19/16,4802,5643,MLB
2470,9444669,4/15/16,4802,5164,MLB
2471,9444670,4/16/16,4802,5164,MLB
2472,9444671,4/17/16,4802,5164,MLB
2473,9444672,7/19/16,4802,5164,MLB
2474,9444673,7/20/16,4802,5164,MLB
2475,9444674,7/21/16,4802,5164,MLB
2476,9444675,9/2/16,4802,5164,MLB
2477,9444676,9/3/16,4802,5164,MLB
2478,9444677,9/4/16,4802,5164,MLB
2479,9444678,4/3/16,4802,5651,MLB
2480,9444679,4/6/16,4802,5651,MLB
2481,9444680,4/5/16,4802,5651,MLB
2482,9444681,6/10/16,4802,5651,MLB
2483,9444682,6/11/16,4802,5651,MLB
2484,9444683,6/12/16,4802,5651,MLB
2485,9444684,9/5/16,4802,5651,MLB
2486,9444685,9/6/16,4802,5651,MLB
2487,9444686,9/7/16,4802,5651,MLB
2488,9444687,5/2/16,4802,5644,MLB
2489,9444688,5/3/16,4802,5644,MLB
2490,9444689,5/4/16,4802,5644,MLB
2491,9444690,7/8/16,4802,5644,MLB
2492,9444691,7/9/16,4802,5644,MLB
2493,9444692,7/10/16,4802,5644,MLB
2494,9444693,9/26/16,4802,5644,MLB
2495,9444694,9/27/16,4802,5644,MLB
2496,9444695,9/28/16,4802,5644,MLB
2497,9444696,9/29/16,4802,5644,MLB
2498,9444697,5/24/16,4802,68,MLB
2499,9444698,5/25/16,4802,68,MLB
2500,9444699,5/26/16,4802,68,MLB
2501,9444700,6/24/16,4802,1061,MLB
2502,9444701,6/25/16,4802,1061,MLB
2503,9444702,6/26/16,4802,1061,MLB
2504,9444703,6/27/16,4802,1061,MLB
2505,9444704,6/20/16,4802,2,MLB
2506,9444705,6/21/16,4802,2,MLB
2507,9444706,6/22/16,4802,2,MLB
2508,9444707,6/23/16,4802,2,MLB
2509,9444708,7/26/16,4802,1043,MLB
2510,9444709,7/27/16,4802,1043,MLB
2511,9444710,8/19/16,4802,4342,MLB
2512,9444711,8/20/16,4802,4342,MLB
2513,9444712,8/21/16,4802,4342,MLB
2514,9444713,6/6/16,4802,5649,MLB
2515,9444714,6/7/16,4802,5649,MLB
2516,9444715,6/8/16,4802,5649,MLB
2517,9444716,9/23/16,4802,7547,MLB
2518,9444717,9/24/16,4802,7547,MLB
2519,9444718,9/25/16,4802,7547,MLB
2520,9444719,8/9/16,4802,42,MLB
2521,9444720,8/10/16,4802,42,MLB
2522,9444721,8/11/16,4802,42,MLB
2523,9444722,7/22/16,4802,4344,MLB
2524,9444723,7/23/16,4802,4344,MLB
2525,9444724,7/24/16,4802,4344,MLB
2526,9444725,4/29/16,4802,4862,MLB
2527,9444726,4/30/16,4802,4862,MLB
2528,9444727,5/1/16,4802,4862,MLB
2529,9444728,8/5/16,4802,4862,MLB
2530,9444729,8/6/16,4802,4862,MLB
2531,9444730,8/7/16,4802,4862,MLB
2532,9444731,9/8/16,4802,4862,MLB
2533,9444732,9/9/16,4802,4862,MLB
2534,9444733,9/10/16,4802,4862,MLB
2535,9444734,9/11/16,4802,4862,MLB
2536,9444735,5/20/16,4802,5646,MLB
2537,9371618,4/2/16,44,32,NBA
2538,9371620,4/3/16,44,3082,NBA
2539,9371623,4/12/16,44,46,NBA
2540,9371627,4/14/16,44,126,NBA
2541,9371604,3/10/16,44,8,NBA
2542,9371605,3/15/16,44,2986,NBA
2543,9371607,3/22/16,44,38,NBA
2544,9371609,3/24/16,44,40,NBA
2545,9371614,3/27/16,44,2744,NBA
2546,9444864,6/11/16,5652,4782,MLB
2547,9444865,6/12/16,5652,4782,MLB
2548,9444866,5/13/16,5652,4,MLB
2549,9444867,5/14/16,5652,4,MLB
2550,9444996,4/15/16,5652,5645,MLB
2551,9444997,4/16/16,5652,5645,MLB
2552,9444870,4/5/16,5652,7548,MLB
2553,9444871,4/6/16,5652,7548,MLB
2554,9444872,4/3/16,5652,7548,MLB
2555,9445001,5/27/16,5652,5650,MLB
2556,9444874,4/30/16,5652,7548,MLB
2557,9445003,5/28/16,5652,5650,MLB
2558,9445004,5/29/16,5652,5650,MLB
2559,9445005,7/29/16,5652,5650,MLB
2560,9444878,9/4/16,5652,7548,MLB
2561,9444879,5/3/16,5652,1061,MLB
2562,9444880,5/4/16,5652,1061,MLB
2563,9445009,7/31/16,5652,5650,MLB
2564,9444883,6/17/16,5652,2,MLB
2565,9444884,6/18/16,5652,2,MLB
2566,9445013,9/21/16,5652,5650,MLB
2567,9444886,6/19/16,5652,2,MLB
2568,9444888,4/12/16,5652,4882,MLB
2569,9444868,5/15/16,5652,4,MLB
2570,9444893,4/13/16,5652,4882,MLB
2571,9444895,4/14/16,5652,4882,MLB
2572,9448386,9/25/16,5652,4322,MLB
2573,9444993,8/7/16,5652,5648,MLB
2574,9444955,6/29/16,5652,4322,MLB
2575,9444900,6/14/16,5652,1043,MLB
2576,9444901,6/15/16,5652,1043,MLB
2577,9444937,8/15/16,5652,42,MLB
2578,9444903,6/16/16,5652,1043,MLB
2579,9444906,5/25/16,5652,4342,MLB
2580,9444907,5/26/16,5652,4342,MLB
2581,9444998,4/17/16,5652,5645,MLB
2582,9444912,4/25/16,5652,4692,MLB
2583,9444979,7/3/16,5652,4182,MLB
2584,9444873,4/29/16,5652,7548,MLB
2585,9448385,9/24/16,5652,4322,MLB
2586,9444925,4/26/16,5652,4692,MLB
2587,9444926,4/27/16,5652,4692,MLB
2588,9444928,7/15/16,5652,4692,MLB
2589,9444929,7/16/16,5652,4692,MLB
2590,9444930,7/17/16,5652,4692,MLB
2591,9444875,5/1/16,5652,7548,MLB
2592,9444932,9/5/16,5652,4692,MLB
2593,9444933,9/6/16,5652,4692,MLB
2594,9444935,9/7/16,5652,4692,MLB
2595,9444876,9/2/16,5652,7548,MLB
2596,9444939,8/16/16,5652,42,MLB
2597,9444940,8/17/16,5652,42,MLB
2598,9445014,9/22/16,5652,5650,MLB
2599,9444991,8/6/16,5652,5648,MLB
2600,9444869,4/4/16,5652,7548,MLB
2601,9444948,8/19/16,5652,4343,MLB
2602,9444950,8/20/16,5652,4343,MLB
2603,9444951,8/21/16,5652,4343,MLB
2604,9444952,6/27/16,5652,4322,MLB
2605,9444954,6/28/16,5652,4322,MLB
2606,9445007,7/30/16,5652,5650,MLB
2607,9444956,8/22/16,5652,4322,MLB
2608,9444957,8/23/16,5652,4322,MLB
2609,9444959,8/24/16,5652,4322,MLB
2610,9444960,8/25/16,5652,4322,MLB
2611,9448384,9/23/16,5652,4322,MLB
2612,9444966,8/1/16,5652,5647,MLB
2613,9444967,8/2/16,5652,5647,MLB
2614,9444969,8/3/16,5652,5647,MLB
2615,9444971,8/4/16,5652,5647,MLB
2616,9444973,6/30/16,5652,4182,MLB
2617,9444975,7/1/16,5652,4182,MLB
2618,9444977,7/2/16,5652,4182,MLB
2619,9445011,9/20/16,5652,5650,MLB
2620,9444877,9/3/16,5652,7548,MLB
2621,9444990,8/5/16,5652,5648,MLB
2622,9444859,7/4/16,5652,1062,MLB
2623,9444860,7/5/16,5652,1062,MLB
2624,9444861,7/6/16,5652,1062,MLB
2625,9444862,7/7/16,5652,1062,MLB
2626,9444863,6/10/16,5652,4782,MLB
2627,9371584,4/8/16,46,2986,NBA
2628,9371585,4/10/16,46,335486,NBA
2629,9371571,3/10/16,46,16,NBA
2630,9371573,3/12/16,46,30,NBA
2631,9371575,3/13/16,46,3082,NBA
2632,9371577,3/17/16,46,3084,NBA
2633,9371579,3/26/16,46,44,NBA
2634,9371580,3/27/16,46,34,NBA
2635,9371581,3/31/16,46,32,NBA
2636,9371582,4/2/16,46,28,NBA
2637,9371583,4/6/16,46,2562,NBA
2638,9341954,3/7/16,108,90,NHL
2639,9341955,3/9/16,108,104,NHL
2640,9341958,3/13/16,108,98,NHL
2641,9341961,3/19/16,108,50,NHL
2642,9341963,4/2/16,108,50,NHL
2643,9341965,3/20/16,108,48,NHL
2644,9341967,3/23/16,108,96,NHL
2645,9341976,3/25/16,108,92,NHL
2646,9341979,3/30/16,108,64,NHL
2647,9341982,4/3/16,108,102,NHL
