Date,Order ID,SKU,Transaction type,Payment Type,Payment Detail,Amount,Quantity,Product Title
17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,Order Payment,Promo rebates,,$0.00,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,Order Payment,Promo rebates,Shipping,-$2.52,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,Order Payment,Other,Shipping,$2.52,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-7704372-4426658,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
16-Apr-16,102-7704372-4426658,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
16-Apr-16,102-7704372-4426658,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$6.00,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
16-Apr-16,102-7704372-4426658,3Y-2VGV-AZ21,Order Payment,Product charges,,$39.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,Order Payment,Product charges,,$19.99,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Amazon fees,Shipping Chargeback,-$5.55,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Product charges,,$24.99,1,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,Order Payment,Other,Shipping,$5.55,,Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Promo rebates,,$0.00,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,Order Payment,Promo rebates,Shipping,-$2.64,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow
