"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - Shipping Chargeback","Other - Shipping","Promo rebates - ","Amazon fees - FBA Amazon-Partnered Carrier Shipment Fee","Amazon fees - Subscription Fee","Promo rebates - Shipping","Amazon fees - Refund Administration Fee","FBA Inventory Reimbursement - Damaged:Warehouse - ","Amazon fees - FBA transportation fee","FBA Inventory Reimbursement - Lost:Warehouse - ","Amazon fees - Shipping commission","Amazon fees - FBA Inventory Storage Fee","Amazon fees - FBA Removal Order: Return Fee"
,-$8.18,-$7.24,-$3.00,12-Mar-16,104-9189493-3210627,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$9.99,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,002-0978825-7301842,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,114-1579703-2000248,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,11-Mar-16,105-5714418-4861020,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,116-9739622-6108245,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,108-0660254-8617830,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,104-0051385-8115460,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,111-8823102-6967400,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,111-3346688-1074607,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,103-0642522-8838645,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,108-0260601-4980229,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$21.76,,,,,,,,,
,-$4.09,-$8.69,-$7.35,11-Mar-16,104-4982756-3804211,IM-VFRS-GRIO,"Order Payment","Product charges",,"$48.99 ",1,"Humanscale Zon Air Purifier in Red",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$25.61,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,116-9542261-3456245,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,105-2128974-8199439,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,002-1584489-5330625,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$8.18,-$7.24,-$3.00,11-Mar-16,109-3655560-1385008,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$9.99,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,106-7350177-9445867,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,102-4670703-9989868,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,111-7334883-4337869,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$8.54,,,,,,,,,
,,,-$1.00,11-Mar-16,108-2659171-6680205,9G-CDVH-T2B4,"Order Payment","Product charges",,"$1.99 ",1,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,106-5192379-0540226,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,11-Mar-16,111-3549688-5418633,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Memory Foam Hypoallergenic Standard Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,11-Mar-16,110-5539552-0362626,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,102-7813757-8852264,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,106-4878930-8528258,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,103-8918949-3602630,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Memory Foam Hypoallergenic Standard Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,114-0804471-3312238,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,10-Mar-16,115-2500418-3867417,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Memory Foam Hypoallergenic Standard Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,104-8072251-4897839,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$7.18,,,,,,,,,
,-$4.09,-$3.62,-$1.50,10-Mar-16,110-0524900-4709059,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Infused Cool Gel Ventilated Core Memory Foam Hypoallergenic Standard Pillow",,,-$10.00,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,10-Mar-16,104-4738584-2555429,7W-PCJK-3BVK,"Order Payment","Product charges",,"$24.99 ",1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,,,,,,,,,,,
,,,"$3.75 ",9-Mar-16,116-8410875-8913844,22-Q94M-YDGP,Refund,"Product charges",,($24.99),1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow","$3.99 ",-$3.99,,,,,-$0.75,,,,,,
,-$4.09,-$3.62,-$1.50,9-Mar-16,105-3789864-8257840,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$18.33,,,,,,,,,
,-$4.09,-$3.62,-$1.50,9-Mar-16,112-3456622-3803442,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,9-Mar-16,107-8779554-4830620,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,9-Mar-16,002-9446653-1642605,BQ-4FEP-C3OH,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Countour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,,,,,,,,
,,,-$1.50,9-Mar-16,112-3596580-6937057,BC-Z39I-5NNJ,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,-$1.20,9-Mar-16,002-1995862-1809015,Q7-XSV2-EN4L,"Order Payment","Product charges",,"$14.90 ",1,"Xtreme Cables Audio Pod Mini Bluetooth Speaker, Pink",,"$4.54 ",,,,,,,,,-$0.36,,
,,,,,,,,,,,,,,,,-$10.92,,,,,,,,,
,,,-$1.50,9-Mar-16,105-1220079-6473828,BC-Z39I-5NNJ,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,-$1.50,9-Mar-16,114-0350352-2797078,BC-Z39I-5NNJ,"Order Payment","Product charges",,"$9.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
,,,-$1.50,9-Mar-16,108-8364329-2123452,BC-Z39I-5NNJ,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,9-Mar-16,114-5626568-3106651,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,111-2475612-2417041,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,8-Mar-16,116-9555302-5793822,CM-O188-8KK2,"Order Payment","Product charges",,"$11.99 ",1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,116-6001278-3239454,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,108-7533558-1479404,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,103-7243620-1825861,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,102-8046505-4597049,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,116-8781357-7819465,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,108-2534946-0291410,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$3.00,8-Mar-16,105-2638733-2397847,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,113-3519736-5964211,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,110-6237179-6741854,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,110-7018895-7650654,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,111-2220881-1205804,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$8.54,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,106-4042146-7543459,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,,,,,,,,,,,,,,-$12.40,,,,,,,,,
,-$4.09,-$3.62,-$1.50,8-Mar-16,106-6659156-6181003,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,-$4.09,-$3.62,-$1.50,7-Mar-16,105-3664439-9620267,22-Q94M-YDGP,"Order Payment","Product charges",,"$19.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,-$10.00,,,,,,,,,,
,,,-$1.00,7-Mar-16,115-9872000-4253056,0B-682D-5E7G,"Order Payment","Product charges",,"$3.99 ",1,"Disney Finding Nemo Friends Cupcake Rings - 24 ct",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,7-Mar-16,112-4656951-0228259,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,6-Mar-16,116-0456687-8609807,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-$3.40,
,-$4.09,-$3.62,-$3.75,6-Mar-16,110-2536308-9796216,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
,-$4.09,-$3.62,-$3.75,6-Mar-16,110-3762353-5545862,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",,,,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$4.05,5-Mar-16,103-9470268-1450610,7W-PCJM-3BVK,"Order Payment","Product charges",,"$26.99 ",1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",,"$1.67 ","$0.00 ",,,-$1.67,,,,,,,
,-$4.09,-$3.62,-$3.75,5-Mar-16,116-8410875-8913844,22-Q94M-YDGP,"Order Payment","Product charges",,"$24.99 ",1,"Hypoallergenic Infused Cool Gel Ventilated Core Memory Foam Standard 18.5""x11.5""x3.5""in Pillow",-$3.99,"$3.99 ",,,,,,,,,,,
,-$4.09,-$8.69,-$7.50,5-Mar-16,110-5386798-1882646,AQ-1M7T-VZVT,"Order Payment","Product charges",,"$49.99 ",1,"Humanscale Zon Air Purifier in Black",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$12.95,,,,,,,,,
,-$4.09,-$8.30,-$7.35,3-Mar-16,110-5386798-1882646,Q3-3IFR-V1ZN,"Order Payment","Product charges",,"$48.99 ",1,"Humanscale Zon Air Purifier in White",,,,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$1.87,3-Mar-16,114-8327826-2001845,MD-86QZ-5W4G,"Order Payment","Product charges",,"$24.99 ",1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)",,,-$12.50,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,2-Mar-16,107-7016517-3875406,CM-O188-8KK2,"Order Payment","Product charges",,"$11.99 ",1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",,,,,,,,,,,,,
,-$4.09,-$8.69,-$7.50,2-Mar-16,109-5515914-6265858,AQ-1M7T-VZVT,"Order Payment","Product charges",,"$49.99 ",1,"Humanscale Zon Air Purifier in Black",-$8.42,"$8.42 ",,,,,,,,,,,
,-$4.09,-$8.69,-$7.50,1-Mar-16,109-0139254-6735451,AQ-1M7T-VZVT,"Order Payment","Product charges",,"$49.99 ",1,"Humanscale Zon Air Purifier in Black",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$8.99,,,,,,,,,
,,,"$1.80 ",29-Feb-16,105-5800143-2172210,CI-FEO4-OY3N,Refund,"Product charges",,($11.99),1,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - Queen (20""x30"")",,,,,,,-$0.36,,,,,,
,-$4.09,-$8.30,-$7.95,28-Feb-16,111-2344105-6865021,Q3-3IFR-V1ZN,"Order Payment","Product charges",,"$52.99 ",1,"Humanscale Zon Air Purifier in White",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$13.92,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-$1.50
,,,,,,,,,,,,,,,,-$12.38,,,,,,,,,
,,,-$3.00,26-Feb-16,110-8708429-2197868,70-FVIS-6TNP,"Order Payment","Product charges",,"$9.99 ",1,"Anti Slip Bathtub Shower Mat - Assorted Colors (clear)",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$5.03,,,,,,,,,
,,,-$1.80,24-Feb-16,114-7088147-3154628,HC-FNLT-DTIH,"Order Payment","Product charges",,"$11.99 ",1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Blue,)",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-$4.50,,,,,,,,,
-$1.00,-$5.30,-$9.75,-$11.25,22-Feb-16,102-4634482-3352269,6M-Y1QC-0DWM,"Order Payment","Product charges",,"$14.99 ",1,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-$39.99,,,,,,,,
,,,-$3.60,22-Feb-16,109-3718710-0213827,35-4SHX-Y2N9,"Order Payment","Product charges",,"$23.98 ",2,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Gold,)",,,,,,,,,,,,,
,,,-$1.50,22-Feb-16,109-8031849-8305008,2V-IPG4-B8BL,"Order Payment","Product charges",,"$9.99 ",1,"Anti Slip Bathtub Shower Mat - Assorted Colors (purple)",,,,,,,,,,,,,
,,,"$1.65 ",21-Feb-16,104-1334020-1116252,26-KMWL-HZ1B,Refund,"Product charges",,($10.98),1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")",,-$3.15,,,,"$3.15 ",-$0.33,,,,,,
,,,,,,,,,,,,,,,,-$19.91,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$2.10,19-Feb-16,102-3502267-6045868,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
,,,-$1.50,19-Feb-16,102-5261275-5809010,LO-MZ06-CLW0,"Order Payment","Product charges",,"$9.99 ",1,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro",,,,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$2.10,18-Feb-16,113-3633657-2733033,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
-$1.00,-$1.06,-$0.96,-$2.10,18-Feb-16,110-5699315-1659428,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
-$1.00,-$2.12,-$1.92,-$2.70,18-Feb-16,116-8274315-9145029,LY-VHJK-ZGAE,"Order Payment","Product charges",,"$17.96 ",2,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")",,"$4.30 ","$0.00 ",,,-$4.30,,,,,,,
-$1.00,-$1.06,-$0.96,-$2.10,18-Feb-16,002-2679508-2497825,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,"$1.46 ","$0.00 ",,,-$1.46,,,,,,,
,,,-$1.50,18-Feb-16,106-2175220-8447457,LO-MZ06-CLW0,"Order Payment","Product charges",,"$9.99 ",1,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro",,,,,,,,,,,,,
,,,-$1.50,18-Feb-16,115-6369027-8936258,LO-MZ06-CLW0,"Order Payment","Product charges",,"$9.99 ",1,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro",,,"$0.00 ",,,,,,,,,,
,,,-$1.00,18-Feb-16,104-0994392-2831428,CF-EMV0-5CEM,"Order Payment","Product charges",,"$1.99 ",1,"12 Cupcake Toppers Rings Dora the Explorer Boots Gemstones Party Decorations",,,,,,,,,,,,,
-$1.00,-$1.04,-$1.59,-$1.65,17-Feb-16,104-9188861-0275428,26-KMWL-HZ1B,"Order Payment","Product charges",,"$10.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$1.59,-$1.65,17-Feb-16,113-4077409-5663408,26-KMWL-HZ1B,"Order Payment","Product charges",,"$10.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$1.59,-$2.25,17-Feb-16,104-5135496-6132227,6M-Y1QC-0DWM,"Order Payment","Product charges",,"$14.99 ",1,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$0.63,-$2.10,17-Feb-16,112-8274429-1254605,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$0.63,-$2.10,17-Feb-16,114-4497827-6164213,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$0.63,-$2.10,17-Feb-16,107-1056453-3529025,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
-$1.00,-$1.04,-$0.63,-$2.10,17-Feb-16,105-9896929-1945047,OC-BSMG-22RM,"Order Payment","Product charges",,"$13.98 ",1,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")",,,,,,,,,,,,,
