"Date","Order ID","SKU","Transaction type","Payment Type","Payment Detail","Amount",,"Quantity","Product Title"
"4-Mar-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($6.90)",,,
"4-Mar-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($12.95)",,,
"3-Mar-16","110-5386798-1882646","Q3-3IFR-V1ZN","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Humanscale Zon Air Purifier in White"
"3-Mar-16","110-5386798-1882646","Q3-3IFR-V1ZN","Order Payment","Amazon fees","FBA Weight Handling Fee","($8.30)",,,"Humanscale Zon Air Purifier in White"
"3-Mar-16","110-5386798-1882646","Q3-3IFR-V1ZN","Order Payment","Amazon fees","Referral Fee on Item Price","($7.35)",,,"Humanscale Zon Air Purifier in White"
"3-Mar-16","110-5386798-1882646","Q3-3IFR-V1ZN","Order Payment","Product charges",,"$48.99 ",,"1","Humanscale Zon Air Purifier in White"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Amazon fees","Referral Fee on Item Price","($1.87)",,,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Product charges",,"$24.99 ",,"1","Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"3-Mar-16","114-8327826-2001845","MD-86QZ-5W4G","Order Payment","Promo rebates",,"($12.50)",,"1","Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)"
"2-Mar-16","107-7016517-3875406","CM-O188-8KK2","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)"
"2-Mar-16","107-7016517-3875406","CM-O188-8KK2","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)"
"2-Mar-16","107-7016517-3875406","CM-O188-8KK2","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)"
"2-Mar-16","107-7016517-3875406","CM-O188-8KK2","Order Payment","Amazon fees","Referral Fee on Item Price","($1.80)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)"
"2-Mar-16","107-7016517-3875406","CM-O188-8KK2","Order Payment","Product charges",,"$11.99 ",,"1","Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Humanscale Zon Air Purifier in Black"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Amazon fees","FBA Weight Handling Fee","($8.69)",,,"Humanscale Zon Air Purifier in Black"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Amazon fees","Referral Fee on Item Price","($7.50)",,,"Humanscale Zon Air Purifier in Black"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Amazon fees","Shipping Chargeback","($8.42)",,,"Humanscale Zon Air Purifier in Black"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Product charges",,"$49.99 ",,"1","Humanscale Zon Air Purifier in Black"
"2-Mar-16","109-5515914-6265858","AQ-1M7T-VZVT","Order Payment","Other","Shipping","$8.42 ",,,"Humanscale Zon Air Purifier in Black"
"1-Mar-16","109-0139254-6735451","AQ-1M7T-VZVT","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Humanscale Zon Air Purifier in Black"
"1-Mar-16","109-0139254-6735451","AQ-1M7T-VZVT","Order Payment","Amazon fees","FBA Weight Handling Fee","($8.69)",,,"Humanscale Zon Air Purifier in Black"
"1-Mar-16","109-0139254-6735451","AQ-1M7T-VZVT","Order Payment","Amazon fees","Referral Fee on Item Price","($7.50)",,,"Humanscale Zon Air Purifier in Black"
"1-Mar-16","109-0139254-6735451","AQ-1M7T-VZVT","Order Payment","Product charges",,"$49.99 ",,"1","Humanscale Zon Air Purifier in Black"
"1-Mar-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($8.99)",,,
"29-Feb-16","105-5800143-2172210","CI-FEO4-OY3N","Refund","Amazon fees","Referral Fee on Item Price","$1.80 ",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - Queen (20""x30"")"
"29-Feb-16","105-5800143-2172210","CI-FEO4-OY3N","Refund","Amazon fees","Refund Administration Fee","($0.36)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - Queen (20""x30"")"
"29-Feb-16","105-5800143-2172210","CI-FEO4-OY3N","Refund","Product charges",,"($11.99)",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - Queen (20""x30"")"
"28-Feb-16","111-2344105-6865021","Q3-3IFR-V1ZN","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Humanscale Zon Air Purifier in White"
"28-Feb-16","111-2344105-6865021","Q3-3IFR-V1ZN","Order Payment","Amazon fees","FBA Weight Handling Fee","($8.30)",,,"Humanscale Zon Air Purifier in White"
"28-Feb-16","111-2344105-6865021","Q3-3IFR-V1ZN","Order Payment","Amazon fees","Referral Fee on Item Price","($7.95)",,,"Humanscale Zon Air Purifier in White"
"28-Feb-16","111-2344105-6865021","Q3-3IFR-V1ZN","Order Payment","Product charges",,"$52.99 ",,"1","Humanscale Zon Air Purifier in White"
"27-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($13.92)",,,
"26-Feb-16","160217Q3I",,"Service Fees","Amazon fees","FBA Removal Order: Return Fee","($1.50)",,,
"26-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($47.59)",,,
"26-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($12.38)",,,
"26-Feb-16","110-8708429-2197868","2V-IPG4-B8BL","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Anti Slip Bathtub Shower Mat - Assorted Colors (purple)"
"26-Feb-16","110-8708429-2197868","2V-IPG4-B8BL","Order Payment","Product charges",,"$9.99 ",,"1","Anti Slip Bathtub Shower Mat - Assorted Colors (purple)"
"26-Feb-16","110-8708429-2197868","70-FVIS-6TNP","Order Payment","Product charges",,"$9.99 ",,"1","Anti Slip Bathtub Shower Mat - Assorted Colors (clear)"
"25-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($6.14)",,,
"25-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($5.03)",,,
"24-Feb-16","114-7088147-3154628","HC-FNLT-DTIH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.80)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Blue,)"
"24-Feb-16","114-7088147-3154628","HC-FNLT-DTIH","Order Payment","Product charges",,"$11.99 ",,"1","Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Blue,)"
"23-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($4.50)",,,
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($5.30)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Weight Handling Fee","($9.75)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Amazon fees","Referral Fee on Item Price","($11.25)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16","102-4634482-3352269","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"22-Feb-16",,,"Service Fees","Amazon fees","Subscription Fee","($39.99)",,,
"22-Feb-16","109-3718710-0213827","35-4SHX-Y2N9","Order Payment","Amazon fees","Referral Fee on Item Price","($3.60)",,,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Gold,)"
"22-Feb-16","109-3718710-0213827","35-4SHX-Y2N9","Order Payment","Product charges",,"$23.98 ",,"2","Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Gold,)"
"22-Feb-16","109-8031849-8305008","2V-IPG4-B8BL","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Anti Slip Bathtub Shower Mat - Assorted Colors (purple)"
"22-Feb-16","109-8031849-8305008","2V-IPG4-B8BL","Order Payment","Product charges",,"$9.99 ",,"1","Anti Slip Bathtub Shower Mat - Assorted Colors (purple)"
"21-Feb-16","104-1334020-1116252","26-KMWL-HZ1B","Refund","Amazon fees","Referral Fee on Item Price","$1.65 ",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"21-Feb-16","104-1334020-1116252","26-KMWL-HZ1B","Refund","Amazon fees","Refund Administration Fee","($0.33)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"21-Feb-16","104-1334020-1116252","26-KMWL-HZ1B","Refund","Product charges",,"($10.98)",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"21-Feb-16","104-1334020-1116252","26-KMWL-HZ1B","Refund","Promo rebates","Shipping","$3.15 ",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"21-Feb-16","104-1334020-1116252","26-KMWL-HZ1B","Refund","Other","Shipping","($3.15)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"20-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($7.78)",,,
"20-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($14.62)",,,
"20-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($25.72)",,,
"20-Feb-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($19.91)",,,
"19-Feb-16","102-3502267-6045868","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"19-Feb-16","102-3502267-6045868","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"19-Feb-16","102-3502267-6045868","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"19-Feb-16","102-3502267-6045868","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"19-Feb-16","102-3502267-6045868","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"19-Feb-16","102-5261275-5809010","LO-MZ06-CLW0","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"19-Feb-16","102-5261275-5809010","LO-MZ06-CLW0","Order Payment","Product charges",,"$9.99 ",,"1","Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","113-3633657-2733033","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","113-3633657-2733033","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","113-3633657-2733033","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","113-3633657-2733033","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","113-3633657-2733033","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","110-5699315-1659428","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","110-5699315-1659428","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","110-5699315-1659428","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","110-5699315-1659428","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","110-5699315-1659428","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Amazon fees","FBA Pick & Pack Fee","($2.12)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Amazon fees","FBA Weight Handling Fee","($1.92)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Amazon fees","Referral Fee on Item Price","($2.70)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Product charges",,"$17.96 ",,"2","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Promo rebates",,"$0.00 ",,"2","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Promo rebates","Shipping","($4.30)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","116-8274315-9145029","LY-VHJK-ZGAE","Order Payment","Other","Shipping","$4.30 ",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Standard Size (20x26"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Promo rebates",,"$0.00 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Promo rebates","Shipping","($1.46)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","002-2679508-2497825","OC-BSMG-22RM","Order Payment","Other","Shipping","$1.46 ",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"18-Feb-16","106-2175220-8447457","LO-MZ06-CLW0","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","106-2175220-8447457","LO-MZ06-CLW0","Order Payment","Product charges",,"$9.99 ",,"1","Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","115-6369027-8936258","LO-MZ06-CLW0","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","115-6369027-8936258","LO-MZ06-CLW0","Order Payment","Product charges",,"$9.99 ",,"1","Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","115-6369027-8936258","LO-MZ06-CLW0","Order Payment","Promo rebates",,"$0.00 ",,"1","Original 2 Pack Swivel Magic Lint Brush Clothes Fabric Pet Hair Dust Dandruff Remover Cleaner, Eliminates the need to use a vacuum or costly sticky ro"
"18-Feb-16","104-0994392-2831428","CF-EMV0-5CEM","Order Payment","Amazon fees","Referral Fee on Item Price","($1.00)",,,"12 Cupcake Toppers Rings Dora the Explorer Boots Gemstones Party Decorations"
"18-Feb-16","104-0994392-2831428","CF-EMV0-5CEM","Order Payment","Product charges",,"$1.99 ",,"1","12 Cupcake Toppers Rings Dora the Explorer Boots Gemstones Party Decorations"
"17-Feb-16","104-9188861-0275428","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","104-9188861-0275428","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.04)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","104-9188861-0275428","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Weight Handling Fee","($1.59)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","104-9188861-0275428","26-KMWL-HZ1B","Order Payment","Amazon fees","Referral Fee on Item Price","($1.65)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","104-9188861-0275428","26-KMWL-HZ1B","Order Payment","Product charges",,"$10.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","113-4077409-5663408","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","113-4077409-5663408","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.04)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","113-4077409-5663408","26-KMWL-HZ1B","Order Payment","Amazon fees","FBA Weight Handling Fee","($1.59)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","113-4077409-5663408","26-KMWL-HZ1B","Order Payment","Amazon fees","Referral Fee on Item Price","($1.65)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","113-4077409-5663408","26-KMWL-HZ1B","Order Payment","Product charges",,"$10.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - Queen Size (20x30"")"
"17-Feb-16","104-5135496-6132227","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"17-Feb-16","104-5135496-6132227","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.04)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"17-Feb-16","104-5135496-6132227","6M-Y1QC-0DWM","Order Payment","Amazon fees","FBA Weight Handling Fee","($1.59)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"17-Feb-16","104-5135496-6132227","6M-Y1QC-0DWM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.25)",,,"Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"17-Feb-16","104-5135496-6132227","6M-Y1QC-0DWM","Order Payment","Product charges",,"$14.99 ",,"1","Guardmax - Bedbug Proof/Waterproof Pillow Protector - Zippered Style - Set of 2 - Quiet! - King (20""x36"")"
"17-Feb-16","112-8274429-1254605","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","112-8274429-1254605","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.04)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","112-8274429-1254605","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.63)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","112-8274429-1254605","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","112-8274429-1254605","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","114-4497827-6164213","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","114-4497827-6164213","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.04)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","114-4497827-6164213","OC-BSMG-22RM","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.63)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","114-4497827-6164213","OC-BSMG-22RM","Order Payment","Amazon fees","Referral Fee on Item Price","($2.10)",,,"100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
"17-Feb-16","114-4497827-6164213","OC-BSMG-22RM","Order Payment","Product charges",,"$13.98 ",,"1","100% Cotton - Pillow Protector - Zippered Style - Set of 2 - 200 Thread Count - King Size (20x36"")"
